Filename,DOI,Relevance_Score,Species,Gene,Mod_Type,Phenotype,Quant_Data,Promoter,Terminator,Application_Category
7145986.pdf,10.3389/fpls.2020.00303,0.9,Oryza sativa,DEP1,CRISPR/Cas9 gene editing,Grain shape,Grain length: 5.18 ± 0.03 mm (SN265); Grain width: 2.75 ± 0.01 mm (SN265); Grain length: 6.13 ± 0.03 mm (R99); Grain width: 2.33 ± 0.03 mm (R99),,,"Above-ground biomass property, Grain Property"
7698216.pdf,Not found,0.9,Arabidopsis thaliana,Bax,CRISPR/Cas9 knockout,"Cell death, growth inhibition",Rosette size: 12 cm²; Biomass: 16 mg,DEX-induced promoter,,"Disease resistance, Cell death"
5784973.pdf,10.1371/journal.pone.0191681.t0were,0.9,Gossypium hirsutum,GhWRKY17,Over-expression in Arabidopsis,Precocious leaf senescence,Relative expression of AtSAG12: 2.5-fold increase; Relative expression of AtSAG13: 3.0-fold increase; Relative expression of AtWRKY53: 1.8-fold increase,CaMV35S promoter,,"Leaf property, Leaf yield, Disease resistance"
6916627.pdf,10.1007/s13277,0.9,Citrus unshiu,"Naringin, Hesperidin, Neohesperidin",Observational Study (RNA-seq / Transcriptomics),Ethanol Extracts of Citrus unshiu Peel (EECU) induced apoptotic cell death in B16F10 melanoma cells,Cell viability reduction at 60 μg/mL: 80.33%; 80 μg/mL: 65.33%; 100 μg/mL: 55.00%,,,"Chemicals, Pharmaceutical precursors"
8475269.pdf,10.3389/fmicb.2021.680658,0.9,Capsicum spp.,P0,CRISPR/Cas9 knockout,"Pathogenicity, Gene Silencing, Subcellular Localization",Increased PVX CP RNA accumulation; Exacerbated necrotic symptoms,35S,,"Disease resistance, Gene expression"
9648774.pdf,10.1371/journal.pone.0277486.g001,0.9,Orostachys,chloroplast genome,Observational Study (RNA-seq / Transcriptomics),Chloroplast genome structure and sequence analysis,"Genome length: 149,860–151,707 bp; GC content: 37.6–37.8%; Number of genes: 113 (79 protein-coding, 30 tRNA, 4 rRNA)",,,"Gene expression, Genome editing, Plant Transformation"
6412738.pdf,Not found,0.9,Rice,ZmRAD51A,Overexpression,Enhanced disease resistance,"Lesion area: 11.3-19.0% (OE-1, OE-2, OE-3); Control: 51.4%",CaMV35S,,Disease resistance
6412738.pdf,Not found,0.9,Arabidopsis,ZmRAD51A,Overexpression,Enhanced disease resistance,"Disease index: 23.11% (OE-3), 20.97% (OE-7); Control: 50.78%",CaMV35S,,Disease resistance
5873901.pdf,10.3389/fpls.2016.00409,0.9,Litsea cubeba,Multiple genes related to floral bud differentiation,Observational Study (RNA-seq / Transcriptomics),"Floral bud differentiation stages (D1, D2, D3)","DEGs: 12,559; IAA content: increased in D2, decreased in D3; ABA content: increased in D2, decreased in D3",,,"Flowering, Gene expression, Floral bud differentiation"
5511847.pdf,10.3389/fpls.2017.01253,0.9,Oryza sativa,OsBUL1,Knockout,"Erect leaves, small grains","Leaf angle: 6.78 ± 3.94 degrees; Grain size: 7 mm length, 3 mm width",,,"Above-ground biomass property, Grain Property"
5511847.pdf,10.3389/fpls.2017.01253,0.9,Oryza sativa,OsBDG1,Overexpression,"Increased lamina inclination, larger grains",Leaf angle: 32.18 ± 8.62 degrees; Grain size: Increased length and width,,,"Above-ground biomass property, Grain Property"
8196838.pdf,10.3390/ijms22115473,0.9,Vitis vinifera,"VviFAD2-1, VviFAD2-2, VviFAD4, VviADS, VviFAD7, VviFAD8, VviSAD-1, VviSAD-2",Observational Study (RNA-seq / Transcriptomics),Increased expression of FA desaturase genes upon P. viticola inoculation,"Fold-change values at 6 hpi: 3.25 ± 0.65 (VviFAD2-1), 3.17 ± 1.09 (VviFAD2-2); Fold-change values at 48 hpi: 1.53 ± 0.20 (VviFAD2-1), 1.38 ± 0.35 (VviFAD2-2)",,,"Disease resistance, Lipid metabolism"
5749773.pdf,10.1371/journal.pone.0190210.g003,0.9,Phoenix dactylifera,FXR,Observational Study (RNA-seq / Transcriptomics),"Co-agonist ligand for FXR, enhancing transactivation of FXR-target genes",ASBT expression: no effect; IBABP expression: inhibited CDCA-induced increase; FGF19 expression: induced by CDCA + DPE,,,"Gene expression, Disease resistance"
4307166.pdf,Not found,0.9,Triticum aestivum,omega-5 gliadins,RNA interference (RNAi),Reduced levels of omega-5 gliadins,Spot volume reduction: 66.0%; 78.4%; 79.4%; 87.8%,,,"Above-ground biomass property, Disease resistance, Pharmaceutical precursors"
8897901.pdf,10.1186/s12864-022-08410-1,0.9,Hordeum vulgare,sdw1,Observational Study (RNA-seq / Transcriptomics),Heat stress response,Expression of HvGA20ox4 upregulated in BW828 relative to other genotypes; Expression of HvGA20ox2 not significantly modified,,,"Disease resistance, Photosynthesis"
9148142.pdf,10.3390/ijms23105708,0.9,Dryopteris fragrans,DfGGPS1,Observational Study (RNA-seq / Transcriptomics),Terpenoid synthesis regulation,Expression level increased under UV-B treatment; Differential expression detected in RNA-seq,,,"Terpenoid synthesis, UV-B stress response"
9148142.pdf,10.3390/ijms23105708,0.8,Dryopteris fragrans,DfSPL3,Observational Study (RNA-seq / Transcriptomics),Regulation of terpenoid synthesis,Expression level increased under UV-B treatment; Differential expression detected in RNA-seq,,,"Terpenoid synthesis, UV-B stress response"
5030654.pdf,10.1038/srep33785,0.9,Brassica napus,BnSP11-1,Helitron-like transposon insertion,Self-compatibility,Insertion of 3.6 kb Helitron transposon in promoter; Disruption of enhancer and cis-regulatory elements,Promoter of BnSP11-1 gene,,"Disease resistance, Flowering"
8006553.pdf,10.1093/jxb/eraa601,0.9,Solanum lycopersicum,"PR-10, CHI3, CHI17, OPR3",Observational Study (RNA-seq / Transcriptomics),Increased susceptibility to fungal pathogens,Disease incidence: 75%; Disease severity: 90 mm,,,"Disease resistance, Fruit Property"
3733144.pdf,10.1093/jxb/ert157,0.9,Arabidopsis thaliana,"p24δ5, p24δ9, p24β2, p24β3",Observational Study (RNA-seq / Transcriptomics),Localization of p24 proteins in the early secretory pathway,Manders' Coefficient M1: 0.84 ± 0.05; Manders' Coefficient M2: 0.36 ± 0.07,,,"Gene expression, Plant Transformation"
5651572.pdf,10.1155/2008/619832.,0.9,Citrus,CTV and CDVd,Observational Study (RNA-seq / Transcriptomics),Co-infection response,Differential expression of 675 and 1204 transcripts in 'Marsh' and 'Star Ruby' grapefruit varieties; 154 genes with altered expression; 21 potential disease response genes identified,,,"Disease resistance, Gene expression"
5102438.pdf,10.1371/journal.pone.0164991.g003,0.9,Mastomys coucha,Bm-Myo,DNA prime-protein boost vaccination,Protection against B. malayi infection,78.5±11.06% reduction in microfilarial density; 75.3% reduction in adult worm recovery,,,"Disease resistance, Immunology"
5292959.pdf,10.1038/srep41845,0.9,Brassica napus,"Bna.FLC, Bna.VIN3, Bna.FT",Natural Variation / GWAS Analysis,"Vernalization requirement, Flowering time",Copy number variation (CNV); Single nucleotide polymorphisms (SNPs),Bna.FT promoter on C02_random,,"Flowering, Disease resistance, Above-ground biomass property"
4467840.pdf,10.1371/journal.pcbi.1000449.,0.9,Arabidopsis thaliana,NATs (Natural Antisense Transcripts),Observational Study (RNA-seq / Transcriptomics),Expression conservation of cis-NATs,28-35% conservation in A. lyrata; 28-34% sequence conservation across Brassicaceae,,,"Gene expression, RNA secondary structure prediction"
4015984.pdf,10.1371/journal.pone.0096537,0.9,Gossypium hirsutum,GhGA20ox1,Transgenic overexpression,"Increased secondary cell wall deposition, enhanced sucrose synthase expression",Micronaire values: 5.1 ± 0.2; Cell wall thickness: 1.9 ± 0.1 μm; 1000-fiber weight: 5.7 ± 0.2 mg; Cellulose content: 30.5 ± 1.2%,SCFP,,"Above-ground biomass property, Secondary cell wall deposition"
3542048.pdf,10.1093/jxb/ers349,0.9,Oryza sativa,OsSRO1c,Overexpression,"Increased drought tolerance, reduced water loss, increased H2O2 accumulation",Water loss rate: 50% at 6 hours; H2O2 content: 1.5 μM,Maize ubiquitin promoter,,"Drought tolerance, Water Utilization"
9121195.pdf,10.2515/therapie/2012003,0.9,Nicotiana tabacum,β-carbolines,Natural Variation / GWAS Analysis,Monoamine Oxidase Inhibition,"Plasma concentrations of harmane and norharmane in tobacco smoke: up to 3,000 ng/cigarette; plasma levels of β-carbolines in smokers: inversely related to tobacco craving.",,,"Pharmaceutical precursors, Disease resistance"
9275826.pdf,Not found,0.9,Glycine max,"GmRIC1, GmRIC2",CRISPR/Cas9 knockout,Increased nodule number,Average of 228 nodules in WT; 381 and 348 nodules in mutants,proGmSCREAM M4,,"Disease resistance, Above-ground biomass property"
9275826.pdf,Not found,0.9,Glycine max,"GmRDN1-1, GmRDN1-2, GmRDN1-3",CRISPR/Cas9 knockout,Decreased nodule number,Average of 228 nodules in WT; 120 nodules in mutants,proGmSCREAM M4,,"Disease resistance, Above-ground biomass property"
5682037.pdf,10.3389/fpls.2017.01910,0.9,Arabidopsis thaliana,"CBF1, CBF2, CBF3",CRISPR/Cas9 deletion,Large deletion in CBF123 region,Deletion ratio in Col-0: 75.00%; C24RDLUC: 84.85%; Ler: 45.71%,,,"Disease resistance, Gene expression"
8516820.pdf,10.1093/ve/veab083,0.9,Digitaria setigera,DSV (Digitaria Streak Virus),Natural Variation / GWAS Analysis,Viral evolution and genetic diversity,Substitution rates: 1.13 × 10⁻⁴ to 2.47 × 10⁻⁴ subs/site/year; Evolution rate: 1.13 × 10⁻⁴ to 2.25 × 10⁻⁴ subs/site/year,,,"Disease resistance, Genome editing"
5449397.pdf,10.1038/s41598-017-02556-9,0.9,Arabidopsis thaliana,Multiple defense and signaling genes,Observational Study (RNA-seq / Transcriptomics),Up-regulation of defense and SA-responsive genes,Fold change >2 for selected genes; Increased SA concentration; Stable JA level,,,"Disease resistance, Gene expression"
7502236.pdf,10.7717/peerj.9827,0.9,Jatropha curcas,JcTM6,Promoter Analysis,Flower-specific expression,"Expression levels in different tissues: Roots (0), Stems (0), Young Leaves (4000), Mature Leaves (8000), Inflorescence Buds (2000), Female Flowers (3000), Male Flowers (1000)",JcTM6 promoter,,"Flower Property, Gene expression"
8583708.pdf,Not found,0.9,Prunus persica,PpCBF1,Observational Study (RNA-seq / Transcriptomics),Cold-induced ethylene production and fruit softening,Ethylene production rate increased at 40 days; Fruit firmness decreased at 40 days,,,"Disease resistance, Post-harvest shelf life"
8710810.pdf,10.3389/fpls.2021.770461,0.8,Urochloa decumbens,ASGR,Genomic Study,Apomixis,,,,"Gene expression, Plant Transformation"
6100574.pdf,Not found,0.9,Cynanchum wilfordii,"trnQ-psbK, rps2-rpoC2, psaJ-rpl33",Observational Study (RNA-seq / Transcriptomics),Molecular discrimination using InDel markers,249 bp; 419 bp; 629 bp; 282 bp; 342 bp; 360 bp; 249 bp; 250 bp,,,"Gene expression, Disease resistance"
9082669.pdf,10.3389/fpls.2022.847388,0.9,Nicotiana tabacum,Multiple proteins,Proteomics analysis using iTRAQ and LC-MS/MS,Root proteomic responses to different soil types,Root length; Root surface area; Root volume; Root average diameter; Root tips; Root forks,,,"Root Property, Root yield"
10658171.pdf,Not found,0.9,Tibetan,EPAS1,Natural Variation,Enhanced oxygen transport,Lower hemoglobin levels; Higher glycolysis,,,"Disease resistance, Physiological adaptation"
10658171.pdf,Not found,0.9,Andean,HIF-1α,Natural Variation,Increased red blood cell production,Higher RBC levels; Higher hemoglobin levels,,,"Disease resistance, Physiological adaptation"
9926639.pdf,10.1186/s12870-023-04102-4,0.9,Castanea henryi,Multiple genes involved in starch metabolism and hormone regulation,Observational Study (RNA-seq / Transcriptomics),Differential expression of genes related to starch metabolism and hormone biosynthesis during ovule development,"Expression levels of AGPase, GBSS, SBE, NPPS, AMY, BAM, MAL, CKX, GA20OX, GASA, PP2C, BZIP, MYC2, JMT, SABP2.1; Hormone concentrations of GA, CK, ABA, IAA, SA, JA",,,"Gene expression, Above-ground biomass property, Seed Property"
9504066.pdf,10.3389/fpls.2022.995402,0.9,Populus tremula x Populus alba,CINNAMYL ALCOHOL DEHYDROGENASE1 (CAD1),CRISPR/Cas9 downregulation,"Reduced biomass yield, brittle apex phenotype",Biomass yield reduced by 50.54% (WT tetraploids) and 36.53% (hpCAD tetraploids); 80% of tetraploid trees showed brittle apex phenotype,,,"Biomass yield, Disease resistance"
3745738.pdf,10.1093/jxb/ert216,0.9,Arabidopsis thaliana,NTRC,Knockout,Stunted growth under short-day photoperiods,Rosette dry weight: 16.0 ± 1.9 mg (Col-0); 35% of Col-0 (ntrc),,,"Starch metabolism, ROS metabolism, Plant growth regulation"
10217904.pdf,10.3390/ijms24108787,0.9,Arabidopsis thaliana,PHB3,Observational Study (RNA-seq / Transcriptomics),Impaired mitochondrial ATP synthase assembly and activity,Reduced activity of mitochondrial ATP synthase; Decreased abundance of subunit a in ATP synthase monomer,,,"Disease resistance, Photosynthesis, Plant Transformation"
5504858.pdf,10.1186/s12951-017-0286-1,0.9,Citrus maxima,"FRO2, Nramp3, WIN1, ABCG12",Exogenous Chemical Treatment,"Iron accumulation, Oxidative stress, Wax content, Gene expression",Iron content: 20 mg/L; 50 mg/L; 100 mg/L; Wax content: 10 mg/g; 15 mg/g; 20 mg/g,,,"Chemicals, Nutrient utilization, Leaf property"
9171553.pdf,10.21273/JASHS.126.6.785,0.9,Arabidopsis thaliana,WEEP,CRISPR/Cas9 knockout,Steeper lateral root angles,Average lateral root angle: 56-58 degrees; Convex hull area: reduced,,,"Root Property, Root yield"
4463847.pdf,Not found,0.9,Arabidopsis thaliana,NATs (Natural Antisense Transcripts),Observational Study (RNA-seq / Transcriptomics),Expression and function of NATs in regulating gene expression,"5,385 NAT-siRNAs detected; 4,080 cis-NATs; 2,491 trans-NATs",,,"Gene expression, RNA stability, Translational regulation"
5127026.pdf,Not found,0.9,Pisum sativum,PEMV1 coat protein,Site-directed mutagenesis,"Viral accumulation, virion assembly, aphid transmission",Accumulation at 15 dpi: 0.5 log units; Accumulation at 21 dpi: 0.5 log units,,,"Disease resistance, Virus transmission"
7902870.pdf,10.1016/j.coph.2010.06.004,0.9,Alnus hirsuta,MUC5AC,Exogenous Chemical Treatment,Reduction in MUC5AC expression,MUC5AC level decreased by 50% in AH-treated mice compared to OVA-challenged mice,,,"Chemicals, Disease resistance"
7902870.pdf,10.1016/j.coph.2010.06.004,0.8,Alnus hirsuta,MAPKs/p65NF-κB,Exogenous Chemical Treatment,Inhibition of phosphorylation,Phosphorylation levels of MAPKs/p65NF-κB reduced by 40% in AH-treated mice,,,"Chemicals, Disease resistance"
9413479.pdf,10.3390/plants11162112,0.9,Lilium,SPS3,Polyploidization,Increased expression,Expression levels decreased from S1-S3 but then increased at subsequent stages,,,"Photosynthesis, Sucrose metabolism"
9688982.pdf,10.3390/cimb44110365,0.9,Elettaria cardamomum,"Nrf2, HO-1, NQO-1",Observational Study (RNA-seq / Transcriptomics),Increased gene expression,Nrf2: 4.5; HO-1: 2.5; NQO-1: 3.0,,,"Gene expression, Disease resistance"
4199496.pdf,10.1371/journal.pgen.1004664.g001,0.9,Arabidopsis thaliana,EIN3/EIL1,Gain- and loss-of-function studies,Enhanced salt tolerance,Survival rate increased by 90%; ROS accumulation decreased by 50%,,,"Disease resistance, Stress tolerance"
4199496.pdf,10.1371/journal.pgen.1004664.g001,0.8,Arabidopsis thaliana,EBF1/EBF2,Proteasomal degradation,Salt-induced degradation,Protein levels decreased by 70%,,,"Stress tolerance, Protein stability"
3430556.pdf,Not found,0.9,Arabidopsis thaliana,Multiple genes,Observational Study (RNA-seq / Transcriptomics),Gene expression changes during viral infection,16816 genes altered; 8684 upregulated; 8132 downregulated,,,"Gene expression, Disease resistance"
7045451.pdf,Not found,0.9,Triticum aestivum,miRNAs,Observational Study (RNA-seq / Transcriptomics),"Grain characteristics, protein content, dough development time",Grain yield: 7184.6 kg ha⁻¹ (HN); 4870.2 kg ha⁻¹ (LN); Protein content: 153.38 mg g⁻¹ (HN); 118.5 mg g⁻¹ (LN),,,"Above-ground biomass property, Grain Property, Grain yield, Protein content"
6429439.pdf,Not found,0.9,Fragaria viridis,FIP2-like,Resequencing,Self-incompatibility,Fruit-set rate: 2%; Pollen tube growth rate: 0% at 24h,,,"Disease resistance, Flowering"
9777030.pdf,Not found,0.9,Lycium barbarum,LbAQP,Observational Study (RNA-seq / Transcriptomics),Expression analysis of aquaporin genes during fruit ripening and heat stress,Relative water content (RWC); transcript abundance,,,"Gene expression, Fruit Property, Heat stress response"
7488428.pdf,Not found,0.9,Malus doumeri,Flavonoid biosynthesis genes,Natural Variation / GWAS Analysis,Flavonoid content,Hypericin: 20 mg/g; Isoquercetin: 50 mg/g; Quercetin: 400 mg/g; Hesperidin: 10 mg/g; Myricetin: 5 mg/g; Baicalin: 10 mg/g,,,"Pharmaceutical precursors, Chemicals"
7738167.pdf,10.1371/journal.ppat.1009125.g003,0.9,Arabidopsis thaliana,CMV 1a and 2b proteins,Observational Study (RNA-seq / Transcriptomics),Interaction between CMV 1a and 2b proteins modulates RNA silencing suppressor activity,Fluorescence intensity of GFP and RFP tagged proteins; Co-localization with P-body markers,,,"Gene expression, RNA silencing"
4593956.pdf,10.3389/fpls.2015.00823,0.9,Arabidopsis thaliana,AtMinE1,Insertional mutation,"Enlarged chloroplasts, grape-like plastid clusters, stromule formation",Plastid size increased; plastid number decreased,,,"Disease resistance, Plant Transformation"
3681564.pdf,10.1186/1754-6834-6-45,0.9,Arabidopsis thaliana,Multiple genes related to lignin biosynthesis,Observational Study (RNA-seq / Transcriptomics),Lignin composition analysis,"Relative percentages of S, G, and H lignin units; Normalized ROI amplitudes",,,"Lignin composition analysis, Cell wall profiling"
10226984.pdf,10.1038/s41467-023-38812-y,0.9,Setaria italica,SGD1,CRISPR/Cas9 knockout,"Reduced grain yield, semi-dwarf phenotype",Grain number per panicle: 12.8% reduction; 1000-grain weight: 12.8% reduction,,,"Grain yield, Disease resistance"
3443059.pdf,Not found,0.9,Populus hopeiensis,"Multiple genes including ERD3, ERD4, ERD7, IAA14",Observational Study (RNA-seq / Transcriptomics),Differential gene expression under drought stress,"Expression levels of ERD3, ERD4, ERD7, IAA14 genes at 0%, 20%, 30%, 50% FWL stages",,,"Drought tolerance, Gene expression"
5335714.pdf,10.1038/srep43320,0.9,Salvia miltiorrhiza,SmCPS1,CRISPR/Cas9 knockout,Disruption of tanshinone biosynthesis,Cryptotanshinone: 0%; Tanshinone IIA: 0%; Tanshinone I: 0%,CaMV 35S promoter,,"Pharmaceutical precursors, Disease resistance"
7902931.pdf,10.3389/fpls.2021.619062,0.9,Solanum tuberosum,StLNC0004,RNA-seq analysis,Resistance to P. infestans,Lesion diameter: 3.2 mm (StLNC0004) vs 5.8 mm (Control); Expression level of StLNC0004: 1.5-fold increase,,,"Disease resistance, Gene expression"
3212723.pdf,10.1093/pcp/pcr134,0.9,Tomato,SlETR1,EMS-induced mutation,Reduced ethylene response,"Mutation frequency: 1 mutation per 1,237 kb; Ethylene sensitivity reduction in seedlings",,,"Disease resistance, Fruit Property, Fruit yield"
6305590.pdf,10.3389/fpls.2018.01882,0.9,Nicotiana benthamiana,AvrPto,BioID system,Protein interactions identified,Number of proteins identified: 30; Membrane proteins detected: 5,35S promoter,,"Gene expression, Disease resistance"
9785411.pdf,Not found,0.9,Camptotheca acuminata,CaABAT,Observational Study (RNA-seq / Transcriptomics),Expression of CaABAT and CPT biosynthesis genes,Expression levels of CaABAT and CPT biosynthesis genes in response to ABA treatment; CPT accumulation levels,,,"Gene expression, Chemicals"
9736268.pdf,10.3390/cells11233928,0.9,Arabidopsis thaliana,ADH1,CRISPR/Cas9 knockout,Resistance to biotic and abiotic stresses,Mutation Frequency: 2.5–70.0%,PcUbi4-2,AtU6-26,"Disease resistance, Abiotic stress tolerance"
9736268.pdf,10.3390/cells11233928,0.9,Oryza sativa,OsSWEET13,CRISPR/Cas9 knockout,Resistance to bacterial blight,Mutation Frequency: 0.18–78.83%,2_35S,OsU6,Disease resistance
4866720.pdf,10.1371/journal.pgen.1006049.g001,0.9,Oryza sativa,CRK10,Gene silencing,Compromised resistance to Xoo,Lesion length: 12.5 cm; Bacterial population: 11-12 times higher than NH1ox,CRK10 promoter,,Disease resistance
4866720.pdf,10.1371/journal.pgen.1006049.g001,0.9,Oryza sativa,CRK6,Gene silencing,Compromised resistance to Xoo,Lesion length: 9.0 cm; Bacterial population: 5-8 times higher than NH1ox,CRK6 promoter,,Disease resistance
7104992.pdf,10.1016/j.chom.2018.01.006,0.9,Bats,STING,Mutation,Dampened STING-dependent IFN activation,Replaced S358 residue; Reduced IFNβ and IRF7 expression,,,"Disease resistance, Immune response"
8745504.pdf,10.3390/ijms23010176,0.9,Cucumis sativus,CsVI2,Overexpression,Increased drought tolerance,Vacuolar invertase activity increased by 200%; Sucrose concentration decreased by 30%; Glucose and fructose concentrations increased by 40%,,,"Drought tolerance, Sucrose metabolism"
5167731.pdf,10.3389/fpls.2016.01928,0.9,Arabidopsis thaliana,PRps5a,Gene Targeting,GFP expression,,,,Gene expression
5167731.pdf,10.3389/fpls.2016.01928,0.9,Nicotiana tabacum,CHN50,Gene Targeting,Herbicide resistance,,,,Herbicide resistance
4709722.pdf,10.1038/srep19245,0.9,Lonicera japonica,FNSII,RNA-seq analysis and gene expression,Flavone accumulation,Expression levels consistent with flavone accumulation patterns in flower buds,Cauliflower mosaic virus 35S promoter,,"Gene expression, Biosensing"
8467104.pdf,10.3390/biology,0.9,Zea mays,ZmWRKY104,Overexpression,Drought tolerance,Electrolyte leakage reduced; Proline accumulation increased; MDA contents decreased; Relative water content increased,Ubiquitin promoter,,"Drought tolerance, Above-ground biomass property"
9467004.pdf,10.1093/database/baac080,0.9,Gossypium hirsutum,GH_D12G1827,RNA-seq analysis,High expression in ovule tissue,Expression level in -1 DPA ovule,,,"Gene expression, Above-ground biomass property"
8160315.pdf,10.3389/fpls.2021.662684,0.9,Brassica oleracea var. alboglabra,BoaCRTISO,VIGS-mediated gene silencing,"Decreased carotenoid and chlorophyll content, yellowing leaves, inhibited growth",Silencing efficiency: 52-77%; Lutein content: 2.0-3.0 mg/g DW; β-carotene content: 0.5-0.6 mg/g DW,,,"Carotenoid biosynthesis, Plant Transformation, Disease resistance"
5835687.pdf,10.3389/fpls.2018.00149,0.9,Petunia × hybrida,A1,CRISPR/Cas9 knockout,Orange flower color,Pelargonidin content: 81 ± 1.4%; Cyanidin content: 89 ± 1.8%; Delphinidin content: 80 ± 1.9%,35S promoter,t35S terminator,"Flower Property, Anthocyanin Production"
10179023.pdf,10.3390/ijms24098025,0.9,Oryza sativa,OsRR22,CRISPR/Cas9-mediated gene knockout,Enhanced salinity tolerance,84% editing efficiency; 58.82% editing efficiency,Maize ubiquitin promoter (Pubi),Tnos,"Drought tolerance, Salinity tolerance"
4976319.pdf,10.1038/srep31134,0.9,Glycine max,GmBZL2,Point mutation (P216L),"Enhanced BR signaling, increased seed number per silique",Seed number per silique: 61.3; 60.0,CaMV 35S promoter,,"Seed yield, Disease resistance"
7831369.pdf,10.7717/peerj.10740,0.9,Hordeum vulgare L. var. nudum hook. f.,"HvCCA1, HvTOC1, HvGI, HvELF3, HvLUX, HvPRR59, HvPRR73, HvPRR95",Exogenous Chemical Treatment,Expression rhythms of circadian clock genes,Expression levels of HvCCA1 increased by 2-4 folds; Expression levels of HvPRR73 increased by 2-4 folds; Expression levels of HvPRR59 and HvPRR95 were significantly inhibited,,,"Gene expression, Disease resistance, Photosynthesis"
7004918.pdf,Not found,0.9,Populus,PdPFD2.2,Overexpression,Reduced biomass recalcitrance,Above-ground biomass yield increased by 1.4-fold; lignin S/G ratio increased by 7.9% and 7.3%,,,"Above-ground biomass property, Biofuel precursors"
10036625.pdf,10.1038/s41598-023-31872-6,0.9,Brassica napus L.,"ACCase, FAD2, FAD3",Observational Study (RNA-seq / Transcriptomics),"Seed oil content, fatty acid composition",Seed oil content decreased by 34.6%; oleic acid (C18:1) content decreased by 86.1%; linoleic acid (C18:2) content increased by 54.8%,,,"Seed Property, Seed Yield, Lipid Metabolism"
5979426.pdf,Not found,0.9,Manihot esculenta,MeSTP1–MeSTP20,Observational Study (RNA-seq / Transcriptomics),Expression profiles of MeSTP genes in various tissues and growth stages,Expression levels in 11 tissues; Expression levels at three growth stages,,,"Gene expression, Above-ground biomass property, Root Property"
8509836.pdf,10.3390/ijms221910740,0.9,Carrot (Daucus carota L. subsp. sativus),F3H,CRISPR/Cas9 RNP complex delivery,Mutations at target sites,Mutation frequency: 65-71%; Single nucleotide deletions: 32-39%; Insertions: 31-47%; Deletions of fragments: 9-17%,,,"Gene expression, Genome editing"
10084689.pdf,10.1186/s12870-023-04186-y,0.9,Dendrobium,ndh,Observational Study (RNA-seq / Transcriptomics),Chloroplast genomic evolution,"GC content: 37.47% to 37.61%; LSC region length: 83,932 bp to 85,068 bp; SSC region length: 14,023 bp to 26,291 bp; IR region length: 14,523 bp to 27,030 bp",,,"Photosynthesis, Chloroplast genome structure"
5656669.pdf,10.1038/s41598-017-14447-0,0.9,Setaria italica,"SiPHT1;2, SiPHT1;3, SiPHT1;4",RNA interference (RNAi),Reduced total and inorganic phosphate (Pi) content in shoot and root tissues; increased lateral root and root hair density,Total P reduction: 53-54%; Inorganic P reduction: 76%; Lateral root density: 30 per cm; Root hair density: 80 per 10 μM,,,"Phosphate transport, Root Property, Root yield"
3266906.pdf,Not found,0.9,Zea mays,brd1,EMS-induced mutation,"Severe dwarfism, altered leaf and floral morphology, reduced root elongation","Height: 7-39 cm (average 19 cm, SD 7 cm); Root length: 5-14 cm (average 10 cm, SD 3 cm)",,,"Disease resistance, Above-ground biomass property, Root Property"
10181391.pdf,10.3390/plants12091836,0.9,Zea mays,NADP-Malic Enzyme,Observational Study (RNA-seq / Transcriptomics),Enzyme activity under salinity and light/dark conditions,Vmax: 61.89 ± 1.33 nM min⁻¹ mg⁻¹ protein (light); Km: 0.09 ± 0.006 mM/L (light),,,"Photosynthesis, Stress resistance"
3654428.pdf,10.1093/jxb/ert097,0.9,M. crystallinum,McSKD1,Observational Study (RNA-seq / Transcriptomics),Salt-induced protein interaction,Protein interaction confirmed via Co-IP; 51 kDa phosphorylation band detected,,,"Disease resistance, Salt tolerance"
8959815.pdf,10.3389/fpls.2022.820996,0.9,Pennisetum glaucum,PgPIP2;6,Transgenic overexpression using CaMV35S promoter and Nos terminator,Abiotic stress tolerance,Transpiration rate under high VPD: 0.19c; Transpiration rate under low VPD: 0.13bc,CaMV35S,Nos,"Disease resistance, Drought tolerance, Water Utilization"
5681966.pdf,10.3389/fpls.2017.01919,0.9,Rice (Oryza sativa),OsTFIIAγ5,Mutation,Resistance to Xoo and Xoc,Lesion length: WT - 20 cm; Transgenic - 10 cm,,,Disease resistance
5681966.pdf,10.3389/fpls.2017.01919,0.8,Sweet Orange,CsTFIIAγ,RNA Interference,Resistance to Xcc,CFU: Control - 10^8; Suppressed - 10^6,,,Disease resistance
7582866.pdf,Not found,0.9,Nicotiana tabacum,CHLI,Artificial microRNA-mediated gene silencing,Chlorosis,3568 up-regulated genes; 3582 down-regulated genes,Chemically inducible promoter,,"Disease resistance, Chlorosis"
7356597.pdf,Not found,0.9,Onobrychis viciifolia,unigene0043777,Observational Study (RNA-seq / Transcriptomics),Increased expression of OvF3′H,log2 (FC) = 5.00,,,Gene expression
6156261.pdf,10.3389/fpls.2018.01361,0.9,Oryza sativa,OsSWEET14,CRISPR/Cas9 knockout,Enhanced resistance to bacterial blight,Deletion of nine nucleotides from the promoter region,,,Disease resistance
6156261.pdf,10.3389/fpls.2018.01361,0.9,Oryza sativa,OsSWEET11,CRISPR/Cas9 knockout,Enhanced resistance to bacterial blight,Deletion of seven nucleotides from the promoter region,,,Disease resistance
